"title","rent_duration_day","rent_amount"
"Odds Boogie","6","3"
"Stampede Disturbing","3","3"
"Room Roman","8","3"
"Wonka Sea","2","3"
"Closer Bang","6","3"
"Birdcage Casper","5","3"
"Comancheros Enemy","2","3"
"Madison Trap","5","3"
"Chasing Fight","8","3"
"Volcano Texas","1","3"
"War Notting","4","3"
"Darkness War","8","3"
"Wonderland Christmas","8","3"
"Gaslight Crusade","4","3"
"Watch Tracy","8","3"
"Mermaid Insects","8","3"
"Shootist Superfly","8","3"
"Bedazzled Married","4","3"
"Sunrise League","7","3"
"Horror Reign","2","3"
"Rocketeer Mother","4","3"
"West Lion","3","3"
"Snowman Rollercoaster","3","3"
"Dracula Crystal","0","3"
"Holiday Games","8","3"
"Sleepy Japanese","6","3"
"Rules Human","8","3"
"Anaconda Confessions","3","3"
"Cleopatra Devil","4","3"
"Sunrise League","1","3"
"Agent Truman","3","3"
"Racer Egg","5","3"
"Varsity Trip","3","3"
"Alter Victory","1","3"
"Alley Evolution","6","3"
"Virgin Daisy","6","3"
"Sweden Shining","7","3"
"Willow Tracy","8","3"
"Fargo Gandhi","0","3"
"Attacks Hate","3","3"
"Confused Candles","5","3"
"Barefoot Manchurian","2","3"
"Gun Bonnie","9","3"
"Side Ark","7","3"
"Reap Unfaithful","2","3"
"Fugitive Maguire","4","3"
"Virgin Daisy","0","3"
"Birch Antitrust","5","3"
"Robbers Joon","3","3"
"Strictly Scarface","6","3"
"Amadeus Holy","7","3"
"Amadeus Holy","2","3"
"Pluto Oleander","3","3"
"Driver Annie","2","3"
"Outbreak Divine","1","3"
"Queen Luke","8","3"
"Connecticut Tramp","4","3"
"Jason Trap","7","3"
"Club Graffiti","6","3"
"Novocaine Flight","4","3"
"English Bulworth","8","3"
"Bound Cheaper","8","3"
"Satisfaction Confidential","7","3"
"Desert Poseidon","6","3"
"Lion Uncut","7","3"
"Dying Maker","2","3"
"Wrong Behavior","6","3"
"Homeward Cider","0","3"
"Confidential Interview","7","3"
"Blindness Gun","5","3"
"Alaska Phantom","4","3"
"Maiden Home","3","3"
"Liaisons Sweet","5","3"
"Closer Bang","1","3"
"Pocus Pulp","7","3"
"Lonely Elephant","7","3"
"Christmas Moonshine","5","3"
"Dances None","2","3"
"Stagecoach Armageddon","4","3"
"Newton Labyrinth","8","3"
"Anthem Luke","3","3"
"Paycheck Wait","4","3"
"Bilko Anonymous","8","3"
"Vampire Whale","0","3"
"Mine Titans","9","3"
"Northwest Polish","3","3"
"Gold River","8","3"
"Robbery Bright","1","3"
"Pity Bound","3","3"
"Doors President","2","3"
"Finding Anaconda","6","3"
"Gandhi Kwai","7","3"
"Reunion Witches","4","3"
"Wind Phantom","5","3"
"Color Philadelphia","6","3"
"Strangelove Desire","6","3"
"River Outlaw","7","3"
"Banger Pinocchio","2","3"
"Secretary Rouge","6","3"
"Crossroads Casualties","1","3"
"Panky Submarine","7","3"
"Heartbreakers Bright","6","3"
"Novocaine Flight","3","3"
"Excitement Eve","7","3"
"Bonnie Holocaust","3","3"
"Hanging Deep","7","3"
"Inch Jet","7","3"
"Apache Divine","2","3"
"Island Exorcist","0","3"
"Squad Fish","2","3"
"Apache Divine","6","3"
"Mallrats United","9","3"
"Videotape Arsenic","2","3"
"Secretary Rouge","5","3"
"Scalawag Duck","2","3"
"Daughter Madigan","7","3"
"Storm Happiness","1","3"
"Amelie Hellfighters","1","3"
"Telemark Heartbreakers","7","3"
"Garden Island","5","3"
"Hurricane Affair","3","3"
"Gleaming Jawbreaker","6","3"
"Flintstones Happiness","9","3"
"Trading Pinocchio","2","3"
"Midnight Westward","5","3"
"Outbreak Divine","8","3"
"Queen Luke","6","3"
"Outbreak Divine","4","3"
"Hall Cassidy","8","3"
"Gilbert Pelican","3","3"
"Majestic Floats","8","3"
"Princess Giant","3","3"
"Magnolia Forrester","8","3"
"Bringing Hysterical","5","3"
"Youth Kick","6","3"
"Movie Shakespeare","8","3"
"Fury Murder","8","3"
"Flatliners Killer","2","3"
"High Encino","5","3"
"Fool Mockingbird","7","3"
"Goodfellas Salute","7","3"
"Dinosaur Secretary","9","3"
"Voyage Legally","7","3"
"Coldblooded Darling","7","3"
"Bikini Borrowers","6","3"
"Gangs Pride","4","3"
"Fish Opus","4","3"
"Deer Virginian","7","3"
"Scissorhands Slums","2","3"
"Brooklyn Desert","4","3"
"Polish Brooklyn","3","3"
"Shawshank Bubble","7","3"
"Cowboy Doom","1","3"
"Sweethearts Suspects","5","3"
"Wardrobe Phantom","2","3"
"Impossible Prejudice","1","3"
"Lock Rear","4","3"
"Pride Alamo","1","3"
"Hills Neighbors","7","3"
"Hanover Galaxy","3","3"
"Wedding Apollo","4","3"
"Tenenbaums Command","5","3"
"Mummy Creatures","7","3"
"Date Speed","8","3"
"Wolves Desire","7","3"
"Armageddon Lost","4","3"
"Dorado Notting","2","3"
"Conversation Downhill","6","3"
"Oscar Gold","6","3"
"Women Dorado","7","3"
"Rouge Squad","6","3"
"Island Exorcist","9","3"
"Honey Ties","7","3"
"American Circus","8","3"
"Spy Mile","3","3"
"Drifter Commandments","0","3"
"Lost Bird","8","3"
"Oz Liaisons","0","3"
"Wonderland Christmas","9","3"
"Kick Savannah","3","3"
"Potter Connecticut","1","3"
"Pirates Roxanne","5","3"
"Sweet Brotherhood","7","3"
"Annie Identity","1","3"
"Notting Speakeasy","3","3"
"Kick Savannah","1","3"
"Atlantis Cause","7","3"
"Crazy Home","3","3"
"Intrigue Worst","9","3"
"Deceiver Betrayed","3","3"
"Fireball Philadelphia","8","3"
"Wardrobe Phantom","7","3"
"Chasing Fight","1","3"
"Moulin Wake","7","3"
"Conquerer Nuts","8","3"
"Campus Remember","4","3"
"Forrest Sons","5","3"
"Ice Crossing","6","3"
"Spinal Rocky","4","3"
"Drums Dynamite","8","3"
"Grit Clockwork","9","3"
"Day Unfaithful","6","3"
"Virginian Pluto","8","3"
"Crossroads Casualties","6","3"
"Words Hunter","5","3"
"Truman Crazy","3","3"
"Moulin Wake","3","3"
"Patriot Roman","2","3"
"Blackout Private","4","3"
"Chariots Conspiracy","2","3"
"Badman Dawn","3","3"
"Bound Cheaper","5","3"
"Patient Sister","8","3"
"Boiled Dares","6","3"
"Midnight Westward","1","3"
"Lose Inch","4","3"
"Operation Operation","3","3"
"Kissing Dolls","4","3"
"Lion Uncut","3","3"
"Darko Dorado","2","3"
"Grit Clockwork","1","3"
"Citizen Shrek","3","3"
"Curtain Videotape","7","3"
"Escape Metropolis","3","3"
"Rocketeer Mother","6","3"
"Borrowers Bedazzled","8","3"
"Control Anthem","6","3"
"Translation Summer","4","3"
"Clones Pinocchio","1","3"
"Caper Motions","4","3"
"Scalawag Duck","3","3"
"Galaxy Sweethearts","5","3"
"Movie Shakespeare","4","3"
"Fight Jawbreaker","4","3"
"Donnie Alley","8","3"
"Rock Instinct","4","3"
"Yentl Idaho","7","3"
"Lion Uncut","8","3"
"Trading Pinocchio","0","3"
"Tenenbaums Command","1","3"
"Pickup Driving","5","3"
"Downhill Enough","6","3"
"House Dynamite","7","3"
"Hunger Roof","5","3"
"Breaking Home","1","3"
"Sting Personal","9","3"
"Love Suicides","5","3"
"Blackout Private","7","3"
"Contact Anonymous","3","3"
"Lady Stage","3","3"
"Truman Crazy","1","3"
"Waterfront Deliverance","7","3"
"Saturday Lambs","2","3"
"Academy Dinosaur","4","3"
"Robbers Joon","4","3"
"Grapes Fury","6","3"
"Boogie Amelie","8","3"
"Hills Neighbors","6","3"
"Gunfighter Mussolini","8","3"
"Voyage Legally","4","3"
"Model Fish","6","3"
"Ship Wonderland","1","3"
"Turn Star","0","3"
"Beauty Grease","4","3"
"Hanging Deep","2","3"
"Confidential Interview","2","3"
"Island Exorcist","7","3"
"Chance Resurrection","9","3"
"Berets Agent","4","3"
"Greek Everyone","6","3"
"Virtual Spoilers","3","3"
"Streak Ridgemont","3","3"
"Witches Panic","6","3"
"Magnificent Chitty","7","3"
"Monster Spartacus","4","3"
"Oscar Gold","3","3"
"Horror Reign","3","3"
"Gilmore Boiled","1","3"
"Louisiana Harry","6","3"
"Chainsaw Uptown","1","3"
"Creepers Kane","1","3"
"Rear Trading","7","3"
"Pluto Oleander","1","3"
"Alone Trip","6","3"
"Craft Outfield","4","3"
"Slacker Liaisons","1","3"
"Road Roxanne","7","3"
"Darn Forrester","5","3"
"Blues Instinct","8","3"
"Videotape Arsenic","3","3"
"Balloon Homeward","6","3"
"Invasion Cyclone","7","3"
"Lawrence Love","2","3"
"Lola Agent","7","3"
"Fidelity Devil","3","3"
"Egypt Tenenbaums","9","3"
"Garden Island","4","3"
"Trap Guys","1","3"
"Theory Mermaid","8","3"
"Hollywood Anonymous","7","3"
"Carol Texas","8","3"
"Summer Scarface","6","3"
"Artist Coldblooded","3","3"
"Banger Pinocchio","5","3"
"Amistad Midsummer","6","3"
"Disciple Mother","1","3"
"Troopers Metal","2","3"
"Clones Pinocchio","3","3"
"Boogie Amelie","1","3"
"Metropolis Coma","3","3"
"Fool Mockingbird","8","3"
"Idaho Love","0","3"
"Pulp Beverly","5","3"
"Mummy Creatures","2","3"
"Ice Crossing","4","3"
"Celebrity Horn","8","3"
"Seabiscuit Punk","6","3"
"Sweden Shining","9","3"
"Sun Confessions","0","3"
"Star Operation","8","3"
"Greatest North","4","3"
"Intrigue Worst","2","3"
"Lose Inch","3","3"
"Airport Pollock","3","3"
"Vietnam Smoochy","1","3"
"Open African","2","3"
"Gangs Pride","6","3"
"Pilot Hoosiers","2","3"
"Alone Trip","3","3"
"Metropolis Coma","0","3"
"Scorpion Apollo","7","3"
"Alter Victory","2","3"
"Titanic Boondock","6","3"
"Vanilla Day","9","3"
"Crow Grease","4","3"
"Dracula Crystal","8","3"
"Splash Gump","4","3"
"Scalawag Duck","8","3"
"Driving Polish","8","3"
"Reign Gentlemen","9","3"
"Pity Bound","2","3"
"Chill Luck","2","3"
"Masked Bubble","0","3"
"Holes Brannigan","7","3"
"Balloon Homeward","2","3"
"Witches Panic","9","3"
"Christmas Moonshine","8","3"
"Greek Everyone","1","3"
"Fatal Haunted","9","3"
"Mallrats United","5","3"
"Tootsie Pilot","2","3"
"Alter Victory","9","3"
"Massacre Usual","6","3"
"Maguire Apache","8","3"
"Gilmore Boiled","8","3"
"Earth Vision","3","3"
"Goldmine Tycoon","1","3"
"Moon Bunch","7","3"
"Others Soup","4","3"
"Sting Personal","1","3"
"Lawless Vision","7","3"
"Polish Brooklyn","6","3"
"Pinocchio Simon","7","3"
"Queen Luke","3","3"
"Blues Instinct","3","3"
"Cupboard Sinners","2","3"
"Circus Youth","4","3"
"Casualties Encino","8","3"
"Sugar Wonka","3","3"
"Barefoot Manchurian","6","3"
"Falcon Volume","3","3"
"Name Detective","2","3"
"Slums Duck","9","3"
"Muscle Bright","4","3"
"Vampire Whale","7","3"
"National Story","6","3"
"Room Roman","4","3"
"Cat Coneheads","8","3"
"Shrek License","1","3"
"Hobbit Alien","0","3"
"Past Suicides","1","3"
"Thief Pelican","5","3"
"Pacific Amistad","2","3"
"Pianist Outfield","4","3"
"Holes Brannigan","2","3"
"Atlantis Cause","6","3"
"Ferris Mother","4","3"
"Eagles Panky","8","3"
"Roots Remember","6","3"
"Doom Dancing","9","3"
"Torque Bound","9","3"
"Suit Walls","7","3"
"Range Moonwalker","3","3"
"Doubtfire Labyrinth","4","3"
"Durham Panky","5","3"
"Moon Bunch","1","3"
"Wedding Apollo","8","3"
"None Spiking","6","3"
"Patton Interview","1","3"
"Greedy Roots","0","3"
"Angels Life","4","3"
"Half Outfield","1","3"
"Rocky War","7","3"
"Sundance Invasion","1","3"
"House Dynamite","3","3"
"Deceiver Betrayed","1","3"
"Rush Goodfellas","1","3"
"Core Suit","2","3"
"Wife Turn","2","3"
"Reunion Witches","1","3"
"Clones Pinocchio","7","3"
"United Pilot","7","3"
"Odds Boogie","2","3"
"Clones Pinocchio","5","3"
"Splash Gump","3","3"
"Random Go","5","3"
"Sierra Divide","8","3"
"Attacks Hate","6","3"
"Fiddler Lost","5","3"
"Christmas Moonshine","0","3"
"Anonymous Human","3","3"
"Command Darling","4","3"
"Greedy Roots","4","3"
"Worker Tarzan","1","3"
"Midnight Westward","4","3"
"Indian Love","6","3"
"Whisperer Giant","3","3"
"Hills Neighbors","3","3"
"Kiss Glory","3","3"
"Brannigan Sunrise","3","3"
"Primary Glass","0","3"
"Flamingos Connecticut","7","3"
"Tomorrow Hustler","4","3"
"Witches Panic","5","3"
"Talented Homicide","7","3"
"Bedazzled Married","1","3"
"Destiny Saturday","5","3"
"Muscle Bright","6","3"
"Adaptation Holes","5","3"
"Novocaine Flight","9","3"
"Sassy Packer","1","3"
"Tourist Pelican","7","3"
"Quills Bull","2","3"
"Secrets Paradise","6","3"
"Freddy Storm","6","3"
"Conversation Downhill","8","3"
"Hellfighters Sierra","2","3"
"Montezuma Command","6","3"
"Moonshine Cabin","7","3"
"Desert Poseidon","1","3"
"Kiss Glory","7","3"
"Lose Inch","0","3"
"Expendable Stallion","6","3"
"Reunion Witches","7","3"
"Nemo Campus","1","3"
"Operation Operation","0","3"
"Neighbors Charade","5","3"
"Rouge Squad","5","3"
"Westward Seabiscuit","4","3"
"Secretary Rouge","2","3"
"Gunfight Moon","0","3"
"Virginian Pluto","1","3"
"Bucket Brotherhood","5","3"
"Town Ark","1","3"
"Tenenbaums Command","0","3"
"Crusade Honey","9","3"
"Pocus Pulp","8","3"
"Candles Grapes","3","3"
"Dynamite Tarzan","6","3"
"Instinct Airport","3","3"
"Carrie Bunch","5","3"
"Downhill Enough","8","3"
"Pocus Pulp","4","3"
"Blues Instinct","6","3"
"Tramp Others","5","3"
"South Wait","7","3"
"Bear Graceland","7","3"
"Greek Everyone","3","3"
"Streetcar Intentions","0","3"
"Siege Madre","6","3"
"Talented Homicide","0","3"
"Others Soup","9","3"
"Stepmom Dream","7","3"
"Videotape Arsenic","6","3"
"Greatest North","6","3"
"Titans Jerk","3","3"
"Bonnie Holocaust","7","3"
"Airplane Sierra","0","3"
"Rocketeer Mother","2","3"
"Ice Crossing","7","3"
"Dorado Notting","6","3"
"Slipper Fidelity","3","3"
"Virginian Pluto","5","3"
"Bucket Brotherhood","3","3"
"Money Harold","7","3"
"Earring Instinct","8","3"
"Samurai Lion","2","3"
"Wind Phantom","2","3"
"Slipper Fidelity","2","3"
"Detective Vision","1","3"
"Ship Wonderland","2","3"
"Drop Waterfront","3","3"
"Coneheads Smoochy","7","3"
"Metal Armageddon","7","3"
"Dorado Notting","5","3"
"Shawshank Bubble","4","3"
"Sagebrush Clueless","7","3"
"Story Side","8","3"
"Hunger Roof","6","3"
"Hunger Roof","7","3"
"Dogma Family","3","3"
"Date Speed","1","3"
"Jedi Beneath","4","3"
"Dawn Pond","8","3"
"Pollock Deliverance","8","3"
"Massacre Usual","5","3"
"Boogie Amelie","4","3"
"Trojan Tomorrow","4","3"
"Thief Pelican","1","3"
"Steel Santa","5","3"
"Head Stranger","0","3"
"Philadelphia Wife","4","3"
"Hellfighters Sierra","3","3"
"Manchurian Curtain","4","3"
"Zorro Ark","2","3"
"Smoking Barbarella","7","3"
"Patton Interview","2","3"
"Lust Lock","2","3"
"Fight Jawbreaker","1","3"
"Young Language","3","3"
"Wrath Mile","6","3"
"Coldblooded Darling","3","3"
"Sagebrush Clueless","8","3"
"Bringing Hysterical","8","3"
"Canyon Stock","4","3"
"Jacket Frisco","1","3"
"Detective Vision","8","3"
"Spy Mile","7","3"
"Cheaper Clyde","5","3"
"Curtain Videotape","2","3"
"Resurrection Silverado","3","3"
"Airplane Sierra","6","3"
"Paycheck Wait","2","3"
"Stagecoach Armageddon","3","3"
"Rugrats Shakespeare","6","3"
"Jet Neighbors","2","3"
"Lambs Cincinatti","8","3"
"United Pilot","1","3"
"Arizona Bang","5","3"
"Tourist Pelican","2","3"
"Rush Goodfellas","7","3"
"Monterey Labyrinth","2","3"
"Graduate Lord","2","3"
"Redemption Comforts","0","3"
"Westward Seabiscuit","1","3"
"Dalmations Sweden","2","3"
"Voyage Legally","5","3"
"Encino Elf","5","3"
"Camelot Vacation","2","3"
"Virgin Daisy","7","3"
"Fatal Haunted","5","3"
"Goldmine Tycoon","5","3"
"Fantasia Park","3","3"
"Destiny Saturday","2","3"
"Intrigue Worst","7","3"
"Primary Glass","7","3"
"Idaho Love","1","3"
"Harry Idaho","2","3"
"Memento Zoolander","3","3"
"Divine Resurrection","2","3"
"Telegraph Voyage","3","3"
"Lovely Jingle","7","3"
"Homicide Peach","1","3"
"Timberland Sky","6","3"
"Lovely Jingle","3","3"
"Breakfast Goldfinger","0","3"
"Forrester Comancheros","6","3"
"Barefoot Manchurian","7","3"
"Fish Opus","2","3"
"Pelican Comforts","6","3"
"Samurai Lion","3","3"
"Hall Cassidy","2","3"
"Language Cowboy","6","3"
"Sinners Atlantis","1","3"
"Dogma Family","8","3"
"Labyrinth League","6","3"
"Sagebrush Clueless","9","3"
"Intentions Empire","1","3"
"Doom Dancing","6","3"
"Daisy Menagerie","7","3"
"Legend Jedi","5","3"
"Dalmations Sweden","6","3"
"Salute Apollo","9","3"
"Murder Antitrust","4","3"
"Alabama Devil","6","3"
"Music Boondock","4","3"
"Bilko Anonymous","0","3"
"Uptown Young","4","3"
"Fury Murder","7","3"
"Pond Seattle","7","3"
"Instinct Airport","2","3"
"Coma Head","3","3"
"Zorro Ark","8","3"
"Angels Life","2","3"
"Sabrina Midnight","7","3"
"Color Philadelphia","5","3"
"State Wasteland","6","3"
"Language Cowboy","3","3"
"Married Go","0","3"
"Clueless Bucket","4","3"
"Forward Temple","8","3"
"Fantasia Park","6","3"
"Excitement Eve","4","3"
"Jersey Sassy","9","3"
"Gilbert Pelican","8","3"
"Teen Apollo","3","3"
"Gun Bonnie","6","3"
"Forward Temple","9","3"
"Paris Weekend","7","3"
"Shawshank Bubble","8","3"
"Disciple Mother","2","3"
"Torque Bound","7","3"
"Stepmom Dream","1","3"
"Deep Crusade","3","3"
"Cyclone Family","8","3"
"Titanic Boondock","8","3"
"Pulp Beverly","8","3"
"Arabia Dogma","8","3"
"Detective Vision","6","3"
"Rush Goodfellas","2","3"
"Tootsie Pilot","4","3"
"Strictly Scarface","4","3"
"Luck Opus","7","3"
"Maguire Apache","4","3"
"Flatliners Killer","7","3"
"Seattle Expecations","5","3"
"Circus Youth","5","3"
"Potter Connecticut","6","3"
"Shepherd Midsummer","7","3"
"Hamlet Wisdom","3","3"
"Coast Rainbow","4","3"
"Amistad Midsummer","4","3"
"Forrest Sons","8","3"
"Expendable Stallion","3","3"
"Interview Liaisons","0","3"
"Chicago North","2","3"
"Ferris Mother","1","3"
"Wonderland Christmas","2","3"
"Encounters Curtain","5","3"
"Gilmore Boiled","4","3"
"Conversation Downhill","5","3"
"Trip Newton","3","3"
"Freddy Storm","2","3"
"Annie Identity","2","3"
"Driver Annie","1","3"
"Invasion Cyclone","3","3"
"House Dynamite","1","3"
"Married Go","5","3"
"Image Princess","8","3"
"Deep Crusade","9","3"
"Pajama Jawbreaker","5","3"
"Jaws Harry","1","3"
"Fantasia Park","1","3"
"Calendar Gunfight","7","3"
"Spartacus Cheaper","6","3"
"Kiss Glory","6","3"
"Feud Frogmen","8","3"
"Oz Liaisons","2","3"
"Airplane Sierra","3","3"
"Fargo Gandhi","5","3"
"Pinocchio Simon","3","3"
"Show Lord","2","3"
"Secrets Paradise","8","3"
"Prejudice Oleander","6","3"
"Salute Apollo","8","3"
"Grinch Massage","1","3"
"Reap Unfaithful","3","3"
"Runner Madigan","8","3"
"Superfly Trip","1","3"
"Mallrats United","8","3"
"Doom Dancing","4","3"
"Roxanne Rebel","6","3"
"Roman Punk","6","3"
"Twisted Pirates","1","3"
"Samurai Lion","1","3"
"Center Dinosaur","6","3"
"Heartbreakers Bright","3","3"
"Musketeers Wait","9","3"
"Roots Remember","7","3"
"Details Packer","1","3"
"Forward Temple","1","3"
"Movie Shakespeare","7","3"
"Pirates Roxanne","4","3"
"Jet Neighbors","7","3"
"Rules Human","6","3"
"Durham Panky","3","3"
"Goldfinger Sensibility","8","3"
"Champion Flatliners","1","3"
"Family Sweet","8","3"
"Right Cranes","5","3"
"Orange Grapes","4","3"
"Reunion Witches","0","3"
"Undefeated Dalmations","8","3"
"Past Suicides","4","3"
"Caper Motions","9","3"
"Straight Hours","0","3"
"Drums Dynamite","4","3"
"Snowman Rollercoaster","8","3"
"Splendor Patton","2","3"
"Paris Weekend","6","3"
"Tomorrow Hustler","3","3"
"Handicap Boondock","1","3"
"Bingo Talented","9","3"
"Flamingos Connecticut","1","3"
"War Notting","8","3"
"Spice Sorority","6","3"
"Empire Malkovich","2","3"
"Intrigue Worst","3","3"
"Basic Easy","8","3"
"Crossroads Casualties","5","3"
"League Hellfighters","8","3"
"Married Go","6","3"
"Peak Forever","7","3"
"Seattle Expecations","6","3"
"Splendor Patton","1","3"
"Shepherd Midsummer","4","3"
"Panther Reds","5","3"
"Song Hedwig","5","3"
"Candles Grapes","2","3"
"Pelican Comforts","8","3"
"Island Exorcist","2","3"
"Pollock Deliverance","5","3"
"Excitement Eve","8","3"
"Hedwig Alter","1","3"
"Fellowship Autumn","5","3"
"Jeepers Wedding","2","3"
"Waterfront Deliverance","6","3"
"Polish Brooklyn","5","3"
"Women Dorado","1","3"
"Philadelphia Wife","2","3"
"Metropolis Coma","7","3"
"Devil Desire","5","3"
"Homeward Cider","5","3"
"Vietnam Smoochy","2","3"
"Garden Island","8","3"
"Majestic Floats","4","3"
"Italian African","5","3"
"Westward Seabiscuit","9","3"
"Candidate Perdition","3","3"
"Clyde Theory","8","3"
